Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
2006-06-03,"Yaocun, China",Military - Chinese Air Force,KJ-2000,40.0,40.0,0.0,military,6,2006
2006-06-08,"Mullan, Idaho",Air Taxi - MajestiAlliance,Cessna TU206G,2.0,2.0,0.0,commercial,6,2006
2006-06-11,"Abéché, Chad",Military - Chadian Air Force,Lockheed C-130 Hercules,7.0,5.0,0.0,military,6,2006
2006-06-21,"Jumla, Napal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,9.0,9.0,0.0,commercial,6,2006
2006-06-30,"Vilanculos, Mozambique",Naturelink,Cessna 208B Grand Caravan,3.0,1.0,0.0,other,6,2006
2006-07-02,"Hamburg, Germany",Himmelsschreiber,de Havilland DHC-2 Beaver,6.0,5.0,1.0,other,7,2006
2006-07-07,"Sake, DemocratiRepubliCongo",Mango Airlines,Antonov AN-12B,5.0,5.0,0.0,commercial,7,2006
2006-07-09,"Irkutsk, Russia",Sibir (S7),Airbus A-310-324ET,203.0,128.0,0.0,other,7,2006
2006-07-10,"Multan, Pakistan",Pakistan International Airlines,Fokker F-27 Friendship 200,45.0,45.0,0.0,commercial,7,2006
2006-08-03,"Bukavu, DemocratiRepubliCongo",Tracep,Antonov AN-28,17.0,17.0,0.0,other,8,2006
2006-08-04,"Near Pownal, Vermont",AirNow,Embraer 110 Bandeirante,1.0,1.0,0.0,other,8,2006
2006-08-13,"Near Piacenza, Italy",Air Algerie,Lockheed L-100-30 Hercules,3.0,3.0,0.0,commercial,8,2006
2006-08-22,"Near Donetsk, Ukraine",Pulkovo Airlines,Tupolev Tu-154M,170.0,170.0,0.0,commercial,8,2006
2006-08-27,"Lexington, Kentucky",Comair,Canadair CRJ-200ER,50.0,49.0,0.0,other,8,2006
2006-09-01,"Mahad, Iran",Iran Air Tours,Tupolev Tu-154M,148.0,29.0,0.0,commercial,9,2006
2006-09-02,"Near Kandahar, Afghanistan",Military - Royal Air Force,British Aerospace Nimrod MR-2,14.0,14.0,0.0,military,9,2006
2006-09-11,"Vladikavkaz, Russia",Military - Russian Army,Mi-8 helicopter,15.0,12.0,0.0,military,9,2006
2006-09-17,"Vandeikya, Nigeria",Military - Nigerian Air Force,Dornier 228,18.0,13.0,0.0,military,9,2006
2006-09-29,"Near Sao Felix do Araguaia , Brazil",Gol Airlines / Private,Boeing B-737-8EH /EMB-135JB,161.0,154.0,0.0,commercial,9,2006
2006-10-10,"Stord, Norway",AtlantiAirways,BAe 146-200,16.0,4.0,0.0,other,10,2006
2006-10-19,"Tashkent, Russia",Military - Russian Air Force/Uzbekistan Airways,Antonov An-2,15.0,15.0,0.0,military,10,2006
2006-10-29,"Near Abuja, Nigeria",ADC Airlines,Boeing 737-2B7,105.0,96.0,0.0,commercial,10,2006
2006-11-27,"Tehran, Iran",Military - Iranian Revolutionary Guard Corps Air Force,Antonov 74T-200,38.0,38.0,0.0,military,11,2006
2006-12-10,"Cajon Pass, California",Air ambulance - Mercy Air Services,Bell 412,3.0,3.0,0.0,commercial,12,2006
2006-12-14,"Near Port Heiden, Alaska",PenAir,Piper PA-32-301 Cherokee,2.0,2.0,0.0,other,12,2006
2006-12-16,"Mbeya, Tanzania",Air Charter - Tanzanian Air Services,Cessna 310R,6.0,3.0,0.0,commercial,12,2006
2007-01-01,"Off Parepare, Indonesia",Adam Air,Boeing B-737-4Q8,102.0,102.0,0.0,commercial,1,2007
2007-01-05,"Matabwe, Tanzania",DJB Air Charter,Piper PA-31-310,10.0,1.0,0.0,commercial,1,2007
2007-01-09,"Near Balad Air Base, Iraq",Moldovan Aeriantur-M Air Cargo,Antonov 26B-100,35.0,34.0,0.0,commercial,1,2007
2007-01-10,"Zapotlanejo, Mexico",Ameristar Jet Charter,Learjet 24F,2.0,2.0,0.0,other,1,2007
2007-01-12,"Van Nuys, California",SunQuest Executive Air Charter,Cessna Citation 525,2.0,2.0,0.0,commercial,1,2007
2007-01-20,"Near Baghdad, Iraq",Military - US Army,Sikorsky UH-60L Black Hawk,12.0,12.0,0.0,military,1,2007
2007-01-25,"Pau, France",Regional Compagnie Aerienne Europeenne,Fokker 100,54.0,0.0,1.0,other,1,2007
2007-02-06,"East Bay Cay, Turks & Caicos Islands",Air Turks & Caicos,Beechcraft Super King Air B200,6.0,1.0,0.0,commercial,2,2007
2007-02-07,"Belgrade, Montana",Metro Aviation,Beechcraft Super King Air B200,3.0,3.0,0.0,other,2,2007
2007-03-07,"Yogyakarta, Indonesia",Garuda Indonesia Airlines,Boeing B-737-497,140.0,22.0,0.0,commercial,3,2007
2007-03-08,"Princeville, Hawaii",Heli-USA Airways,Aerospatiale AS350BA Rotocraft,7.0,4.0,0.0,commercial,3,2007
2007-03-11,"Hanea, Kauai, Hawaii",Inter-Island,MDonnell Douglas 369FF Rotocraft,5.0,1.0,0.0,other,3,2007
2007-03-17,"Samara, Russia",UTAir Airlines,Tupelov 134AK,57.0,6.0,0.0,commercial,3,2007
2007-03-23,"Mogadishu, Somalia",Transaviaexport Airlines,Ilushin Il-76TD,11.0,11.0,0.0,commercial,3,2007
2007-04-25,"Near Kopinang, Guyana",Air Services,Pilatus Britten Norman BN-2A-27 Islander,5.0,3.0,0.0,commercial,4,2007
2007-04-27,"Shatoi, Chechnya",Military - Russian,Mi 8,18.0,18.0,0.0,military,4,2007
2007-05-05,"Near Dizangue, Cameroon",Kenya Airways,Boeing B-737-8AL,114.0,114.0,0.0,commercial,5,2007
2007-05-06,"Near El-Thamad, Egypt",Military - French Air Force,de Havilland Canada DHC-6 Twin Otter,9.0,9.0,0.0,military,5,2007
2007-05-17,"Walikale Airstrip, Congo",Safe Air Complany,Let 410UVP,3.0,3.0,0.0,commercial,5,2007
2007-05-24,"Near Pampa Hermosa, Peru",Military - Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,20.0,13.0,0.0,military,5,2007
2007-06-03,"Freetown, Sierra Leone",Paramount Airlilnes,Mi-8,22.0,21.0,0.0,other,6,2007
2007-06-04,"Near Milwaukee, Wisconson",University of Michigan Health System,Cessna 550 Citation II,6.0,6.0,0.0,other,6,2007
2007-06-13,"Selenge province, Mongolia",Mongolian Defense Ministry,Mi-8,22.0,15.0,0.0,other,6,2007
2007-06-16,"Vungano Hills, Malawi",Nyika Safaris,Cessna 206,6.0,6.0,0.0,other,6,2007
2007-06-21,"Near Kamina, Congo",Karibu Airways,Let 410UVP,25.0,1.0,0.0,commercial,6,2007
2007-06-25,"Near Sihanoukville, Cambodia",PMT Air,Antonov AN-24V,22.0,22.0,0.0,commercial,6,2007
2007-06-28,"M'Banza Congo, Angola",TAAG Angola Airlines,Boeing 737-2M2,78.0,5.0,0.0,commercial,6,2007
2007-07-05,"Culiacan, Mexico",Jett Paqueteria SA,North American CT-39A Sabreline,3.0,3.0,6.0,other,7,2007
2007-07-05,"Connemara, Ireland",Charter - Private,Cessna 208B Grand Caravan,9.0,2.0,0.0,other,7,2007
2007-07-08,"Muncho Lake, British Columbia, Canada",Liard Air,de Havilland DHC-6 Twim Otter 100,5.0,1.0,0.0,commercial,7,2007
2007-07-17,"Sao Paulo, Brazil",TAM (Brazil),Airbus A-320-233,187.0,187.0,12.0,other,7,2007
2007-07-23,"Near Shinile, Ethiopia",Djibouti Airlines,Antonov AN-26V,9.0,1.0,0.0,commercial,7,2007
2007-07-24,"Rudyerd Bay, Alaska",Taquan Air Service,de Havilland DHC-2 MK.1 Beaver,5.0,5.0,0.0,commercial,7,2007
2007-07-29,"Moscow, Russia",Atran,Antonov AN-12BP,9.0,9.0,0.0,other,7,2007
2007-08-05,"Near Ruidoso, New Mexico",Southwest Medivac,Beechcraft King Air E-90,5.0,5.0,0.0,other,8,2007
2007-08-09,"Off Moorea, French Polynesia",Air Moorea,de Havilland Canada DHC-6 Twin Otter 300,20.0,20.0,0.0,commercial,8,2007
2007-08-16,"Near Ketchikan, Alaska",SeaWind Aviation,de Havilland Canada DHC-2 Beaver,10.0,6.0,0.0,other,8,2007
2007-08-22,"Near Kirkuk, Iraq",Military - U.S. Army,UH-60 Blackhawk helilcopter,14.0,14.0,0.0,military,8,2007
2007-08-22,"Near Curitiba, Brazil",Two Taxi Aero,Embraer EMB-110P1 Bandeirant,2.0,2.0,0.0,other,8,2007
2007-08-26,"Kongolo, DemocratiRepubliCongo",Great Lakes Business Complany,Antonov AN-32,15.0,14.0,0.0,other,8,2007
2007-09-07,"Goma, DemocratiRepubliCongo",Galaxy Kavatsi Airlines,Antonov AN-12BP,8.0,8.0,0.0,commercial,9,2007
2008-01-12,"Blace, Macedonia",Military - Macedonian Air Force,Mi-17 Helicopter,11.0,11.0,0.0,military,1,2008
2007-09-16,"Phuket, Thailand",One-Two-Go Airlines,McDonnell Douglas MD-82,130.0,90.0,0.0,commercial,9,2007
2007-10-04,"Kinshasa, DR Congo",Africa One Congo,Antonov AN-26,22.0,21.0,30.0,other,10,2007
2007-10-04,"Alamosa, Colorado",SceniAir Tours,Beechcraft King Air C90A,3.0,3.0,0.0,other,10,2007
2007-10-07,"White Pass, Washington",Kapowsin Air Sports,Cessna 208 Caravan,10.0,10.0,0.0,commercial,10,2007
2007-10-08,"Near Cubarral, Colombia",Nacional de Aviacion,Let 410 UVP-E10A,18.0,18.0,0.0,other,10,2007
2007-11-04,"Sao Paulo, Brazil",Reali Taxi Aereo,Learjet 35A,2.0,2.0,6.0,other,11,2007
2007-11-30,"Near Isparta, Turkey",Atlasjet Airlines,McDonnell Douglas MD-83,57.0,57.0,0.0,commercial,11,2007
2007-12-03,"Off Whittier, Alaska","Evergreen Alaska Helicopters, Inc.",Eurocopter Deutschland BK117C1,4.0,4.0,0.0,other,12,2007
2007-12-05,"Columbus, Ohio",Castle Aviation,Cessna 208B Caravan I Super Cargomaster,2.0,2.0,0.0,other,12,2007
2007-12-09,"Kiev, Ukraine",Fun Air,Beechcraft King Air C90B,5.0,5.0,0.0,commercial,12,2007
2008-01-04,"Los Roques, Venezuela",Transaven,Let 410 UVP-E3,18.0,18.0,0.0,other,1,2008
2008-01-05,"Kodiak, Alaska",Servant Air,Piper PA-31-350 Navajo,10.0,6.0,0.0,commercial,1,2008
2008-01-14,"Off Lihu, Hawaii",Apline Aviation,Beechcraft 1900C-1,1.0,1.0,0.0,other,1,2008
2008-01-17,"London, England",British Airways,Boeing 777-236ER,152.0,0.0,0.0,commercial,1,2008
2008-01-19,"Near Huambo, Angola",Gira Globo Charter,Beechcraft King Air B200,13.0,13.0,0.0,other,1,2008
2008-01-23,"Miroslawiec, Poland",Military - Polish Air Force,CASA C-295M,20.0,20.0,0.0,military,1,2008
2008-01-26,"Near Malinau, Indonesia",Dirgantara Air Service,CASA NC-212-200,3.0,3.0,0.0,commercial,1,2008
2008-02-21,"Merida, Venezuela",Santa Barbara Airlines,ATR-42-300,46.0,46.0,0.0,commercial,2,2008
2008-02-26,"Off Macae , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,Eurocopter  AS332L2 Super Puma,20.0,5.0,0.0,commercial,2,2008
2008-03-03,"Near Bethani, Nepal",United Nations Mission,Mi-17,10.0,10.0,0.0,other,3,2008
2008-03-15,"Nbagu, Nigeria",Trade Wings Aviation Ltd.,Beechcraft 1900D,3.0,3.0,0.0,other,3,2008
2008-04-03,"Lawa, Suriname",Blue Wing Airlines,Antonov An-28,19.0,19.0,0.0,commercial,4,2008
2008-04-09,"Bundeena, Australia",Avtex Air Services,Swearingen SA227AC Metroliner III,1.0,1.0,0.0,commercial,4,2008
2008-04-11,"Chrisinau, Moldova",Kata Transportation,Antonov An-32,8.0,8.0,0.0,other,4,2008
2008-04-15,"Goma, Congo",Hewa Bora Airways,McDonnell Douglas DC-9-51,85.0,0.0,47.0,commercial,4,2008
2008-04-16,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,Antonov An-32B,13.0,13.0,0.0,military,4,2008
2008-04-28,"Off Crimea, Black Sea",Naftogaz,Mil Mi-8T,20.0,20.0,0.0,other,4,2008
2008-05-02,"Near Rumbek, Sudan",Southern Sudan Air Connection,Beechcraft 1900C,24.0,24.0,0.0,commercial,5,2008
2008-05-17,"Stehekin, Washington",Chelan Air Service,de Havilland Canada DHC-2 Mark I Beaver,5.0,2.0,0.0,commercial,5,2008
2008-05-23,"Billings, Montana",Alpine Aviation ,Beechcraft 1900C,1.0,1.0,0.0,other,5,2008
2008-05-24,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,Eurocopter AS350D Astar,6.0,4.0,0.0,other,5,2008
2008-05-26,"Near Chelyabinsk, Russia",Moskovia Airlines,Antonov An-12,9.0,9.0,0.0,commercial,5,2008
2008-05-29,"Panama City, Panama",Military - Servicio Aereo Nacional,Bell UN-1N Huey,12.0,11.0,0.0,military,5,2008
2008-05-30,"Tegucigalpa, Honduras",TACA International Airlines,Airbus A-320-233,136.0,3.0,2.0,commercial,5,2008
2008-06-08,"Huntsville, Texas",PHI Air Medical,Bell 407,4.0,4.0,0.0,commercial,6,2008
2008-06-10,"Khartoum, Sudan",Sudan Airways,Airbus A-310-324,214.0,32.0,0.0,commercial,6,2008
2008-06-18,"Hyannis, Massachusetts",Wiggins Airways,de Havilland Canada DHC-6 Twin Otter 100,1.0,1.0,0.0,commercial,6,2008
2008-06-20,"Bannang Sata, Thailand",Military - Thai Army,Bell UH-1N,10.0,10.0,0.0,military,6,2008
2008-06-26,"Near Salak Mountain, Indonesia",Military - Indonesian Air Force,CASA NC-212,18.0,18.0,0.0,military,6,2008
2008-06-27,"Near Malakal, Sudan",Juba Air Cargo,Antonov 12BK,8.0,7.0,0.0,commercial,6,2008
2008-06-29,"Flagstaff, Arizona",Air Methods / ClassiHelicopters,Bell 407 / Bell 407,7.0,6.0,0.0,commercial,6,2008
2008-06-30,"Near Khartoum, Sudan",Ababeel Aviaition,Ilysushin Il-76TD,4.0,4.0,0.0,other,6,2008
2008-07-06,"Saltillo, Mexico",USA Jet Airlines,Douglas DC9-15F,2.0,1.0,0.0,commercial,7,2008
2008-07-10,"Puerto Montt, Chile",Aerocord,Beechcraft 99A,9.0,9.0,0.0,other,7,2008
2008-07-31,"Owatonna, Minnesota",East Coast Jets,British Aerospace BAe-125-800A,8.0,8.0,0.0,other,7,2008
2008-08-03,"North Vancouver Island, British Colombia, Canada",PacifiCoast Airlines,Grumman G-21A Goose,7.0,5.0,0.0,commercial,8,2008
2008-08-06,"Sunat Tanon, Thailand",Military - Royal Thai Air Force,Bell Huey UH-1H,10.0,10.0,0.0,military,8,2008
2008-08-13,"K-50 Airport, Somalia",Fly 540,Fokker F-27 Friendship 500,3.0,3.0,0.0,other,8,2008
2008-08-20,"Madrid, Spain",Spanair,McDonnell Douglas MD-82,172.0,154.0,0.0,other,8,2008
2008-08-24,"Near Cabañas, Guatemala",Aéreo Ruta Maya,Cessna 208B Grand Caravan,14.0,11.0,0.0,other,8,2008
2008-08-24,"Bishkek, Kyrgyzstan",Itek Air,Boeing B-737-219,90.0,68.0,0.0,commercial,8,2008
2008-08-30,"Near Toacaso, Ecuador",Conviasa,Boeing B-737-291,3.0,3.0,0.0,other,8,2008
2008-09-01,"Near Bukavu, Congo",Air Serv Internatiional/CemAir,Beechcraft 1900C-1,17.0,17.0,0.0,commercial,9,2008
2008-09-01,"Columbus, Ohio",Air Tahoma,Convair CV-580,3.0,3.0,0.0,commercial,9,2008
2008-09-03,"Off Dubai, United Arab Emirates",Aerogulf,Bell 212,7.0,7.0,0.0,other,9,2008
2008-09-14,"Perm, Russia",Aeroflot,Boeing B-737-505,88.0,88.0,0.0,other,9,2008
2008-09-19,"Columbia, South Carolina",Global Executive Aviation,Learjet 60,6.0,4.0,0.0,other,9,2008
2008-09-27,"Camp Springs, Maryland",Maryland State Police,Aerospatiale SA365N-1 Dauphin II,5.0,4.0,0.0,other,9,2008
2008-10-08,"Lukla, Nepal",Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,19.0,18.0,0.0,commercial,10,2008
2008-10-15,"Aurora, Illinois",Air Angles Inc.,Bell 222,4.0,4.0,0.0,commercial,10,2008
2008-11-04,"Mexico City, Mexico",Mexican Government,Learjet 45,8.0,8.0,8.0,other,11,2008
2008-11-08,"Between Kibo & Mawenzi Peaks of Mt. Kilimanjaroi, Tanzania",East African Air Charters,Cessna 206,5.0,4.0,0.0,commercial,11,2008
2008-11-16,"Thormanby Island, British Columbia, Canada",PacifiCoastal Airlines,Grumman G-21A Goose,8.0,7.0,0.0,commercial,11,2008
2008-11-27,"Off Perpignan, France",XL Airways leased from Air New Zealand,Airbus A320-232,7.0,7.0,0.0,commercial,11,2008
2008-12-03,"San Juan, Puerto Rico",Webstas Aviation Services Inc.,Rockwell International 690B,3.0,3.0,0.0,other,12,2008
2008-12-11,"Off Sabine Pass, Texas",Rotorcraft Leasing Co,Bell 206-L4 Jet Ranger III,3.0,3.0,0.0,other,12,2008
2008-12-15,Off Turks and Caicos Islands,Alantis Aviation,Britten Norman BN-2A Trislander Mk3,12.0,12.0,0.0,other,12,2008
2009-01-04,Near Houma Louisiana,Petroleum Helicopters Inc,Sikorsky S-76C,9.0,8.0,0.0,other,1,2009
2009-01-15,"New York, New York",US Airways,Airbus A320-214,155.0,0.0,0.0,commercial,1,2009
2009-02-07,"Manacapuru, Brazil",Aerotaxi Manaus,Bandeirante EMB-110P1,28.0,24.0,0.0,other,2,2009
2009-02-07,"Trigoria, Italy",Air One Executive,Cessna 650 Citation III,2.0,2.0,0.0,commercial,2,2009
2009-02-12,"Clarence Center, New York",Continental Connection/Colgan Air,Bombardier DHC-8-402 Q400,49.0,49.0,1.0,commercial,2,2009
2009-02-15,"Chanco, Chile",Flight Service,Bell UH-1H,13.0,13.0,0.0,other,2,2009
2009-02-20,"Luxor, Egypt",Aerolift,Antonov 12V,5.0,5.0,0.0,other,2,2009
2009-02-25,"Amsterdam, Netherlands",Turkish Airlines,Boeing 737-8F2,134.0,9.0,0.0,commercial,2,2009
