Date,Location,Operator,Type,Aboard,Fatalities,Ground,Operator_Category,Month,Year
1956-02-14,"Near Fort Chimo, Quebec, Canada",Spartan Air Services,Douglas C-47-DL,3.0,2.0,0.0,commercial,2,1956
1956-02-17,"Near Niles, California",Military - U.S. Marine Corps,Douglas R5D2,40.0,40.0,0.0,military,2,1956
1956-02-18,"Near Zurrieg, Malta",Scottish Airlines,Avro 685 York C-1,50.0,50.0,0.0,commercial,2,1956
1956-02-25,"Jalkot, Pakistan",Pakistan International Airlines,Douglas C-47B,3.0,3.0,0.0,commercial,2,1956
1956-03-21,"Tezpur, India",Indian Airlines,Douglas DC-3,21.0,2.0,0.0,commercial,3,1956
1956-03-28,"Largs, England",Starways,Douglas C-47B,3.0,1.0,0.0,other,3,1956
1956-03-31,"Korat ,Thailand",Military - Royal Thai Air Force,Douglas C-47A,18.0,18.0,0.0,military,3,1956
1956-04-01,"Pittsburgh, Pennsylvania",Trans World Airlines,Martin 404,36.0,22.0,0.0,commercial,4,1956
1956-04-02,"Seattle, Washington",Northwest Orient Airlines,Boeing 377 Stratocruiser 10-30,38.0,5.0,0.0,commercial,4,1956
1956-04-09,"Skilak Lake, Alaska",Cordova Airlines,Aero Commander  520,6.0,6.0,0.0,commercial,4,1956
1956-04-18,"Parintins, Brazil",Panair do Brasil,Consolidated PBY-5A Catalina,12.0,3.0,0.0,other,4,1956
1956-04-30,"London, England",Scottish Airlines,Avro 685 York C-1,54.0,2.0,0.0,commercial,4,1956
1956-05-15,"Kathmandu, Nepal",Indian Airlines,Douglas DC-3,33.0,14.0,1.0,commercial,5,1956
1956-05-15,"Orleans, Ontario, Canada",Military - Royal Canadian Air Force,CF-100 Mark V,2.0,2.0,13.0,military,5,1956
1956-05-24,"Guatemala City, Guatemala",Aviateca,Douglas DC-3,31.0,30.0,0.0,other,5,1956
1956-06-20,"Asbury Park, New Jersey",Linea Aeropostal Venezolana,Lockheed 1049E-55 Super Constellation,74.0,74.0,0.0,other,6,1956
1956-06-24,"Kano, Nigeria",British Overseas Airways,Canadair C-4 Argonaut,45.0,32.0,0.0,commercial,6,1956
1956-06-30,"Grand Canyon, Arizona",United Air Lines / Trans World Airlines,Douglas DC-7 / Lockheed S Constellation,128.0,128.0,0.0,commercial,6,1956
1956-07-09,"Near Flat Rock, Michigan",Trans Canada Air Lines,Vickers Viscount,35.0,1.0,0.0,commercial,7,1956
1956-07-13,"Near Brows Mills, New Jersey",Military - U.S. Air Force,Douglas C-118A,66.0,46.0,0.0,military,7,1956
1956-07-16,"Rio Cuarto, Argentina",Aerolineas Argentinas,Douglas DC-3,18.0,18.0,0.0,other,7,1956
1956-08-08,"Thazi, Burma",Union of Burma Airways,Douglas DC-3,20.0,12.0,0.0,commercial,8,1956
1956-08-29,"Cold Bay, Alaska",Canadian PacifiAir Lines,Douglas DC-6B,22.0,15.0,0.0,other,8,1956
1956-09-09,"Amman, Jordan",Jordan International Airlines,Curtiss C-46A-45-CU,57.0,1.0,0.0,commercial,9,1956
1956-09-09,"Bartlesville, Oklahoma",Continental Airlines,Douglas DC-3 / Cessna 170B,18.0,0.0,0.0,commercial,9,1956
1956-10-02,"Near Nome, Alaska",Alaska Airlines,Stinson AT-19,5.0,5.0,0.0,commercial,10,1956
1956-10-10,"Off Land's End, England",Military - U.S. Navy,Douglas C188-B,59.0,59.0,0.0,military,10,1956
1956-10-16,Over the PacifiOcean,Pan American World Airways,Boeing  377 Stratocruiser,31.0,0.0,0.0,commercial,10,1956
1956-10-19,"Agartala, India",Indian Airlines,Douglas DC-3,3.0,3.0,0.0,commercial,10,1956
1956-10-28,Over the Mediterranean Sea,Military - Egyptian Air Force,Curtiss C-46,23.0,23.0,0.0,military,10,1956
1956-11-05,"Blackbushe, England",Britavia,Handley Page HP-1 Hermes,80.0,5.0,0.0,other,11,1956
1956-11-07,"Hommelfjell, Norway",Braathens,de Havilland DH-114 Heron 2B,12.0,2.0,0.0,other,11,1956
1956-11-15,"Puerto Somoza, Nicaragua",Aerovias Guest,Douglas C-54A-10-DC,25.0,25.0,0.0,other,11,1956
1957-10-18,"Porto Alegre, Brazil",Varig,Douglas C-47A,2.0,2.0,0.0,other,10,1957
1956-11-24,"Near Eglisau, Switzerland",Ceskoslovenske Aerolinie,Ilyushin IL-12B,23.0,23.0,0.0,other,11,1956
1956-11-24,"Paris, France",Linee Aeree Italiane,Douglas DC-6B,35.0,34.0,8.0,other,11,1956
1956-11-27,"Caracas, Venezuela",Linea Aeropostal Venezolana,Lockheed 749-79-34 Constellation,25.0,25.0,0.0,other,11,1956
1956-12-08,"Caqueta, Colombia",AIDA,Consolidated PBY-5A Catalina,16.0,14.0,0.0,other,12,1956
1956-12-12,"Dannemois, France",Air France,Vickers 708 Viscount,5.0,5.0,0.0,commercial,12,1956
1956-12-22,"Grub, Germany",JAT Yugoslav Airlines,Convair CV-340-58,30.0,3.0,0.0,commercial,12,1956
1956-12-30,"Dhahran, Saudi Arabia",Military - U.S. Air Force,Lockheed C-121C Super Constellation,37.0,11.0,0.0,military,12,1956
1957-01-06,"Owasso, Oklahoma",American Airlines,Convair CV-240-0,10.0,1.0,0.0,commercial,1,1957
1957-01-11,"Near Buenos Aires, Argentina",Fuerza Aérea Argentina,Vickers 615 Viking 1B,33.0,17.0,1.0,other,1,1957
1957-01-23,"Ometepe Island, Nicaragua",Lanica,Douglas DC-3,16.0,16.0,0.0,other,1,1957
1957-01-29,"Paris, France",Air France,SNCASE SE.2010 Armagnac,70.0,2.0,0.0,commercial,1,1957
1957-01-31,"Near Sunland, California",Douglas Aircraft,Douglas DC-7B / U.S. Air Force F-89J,6.0,5.0,3.0,other,1,1957
1957-02-22,"Kimpo Air Base, South Korea",Military - U.S. Air Force,Douglas C-124C,159.0,22.0,0.0,military,2,1957
1957-03-02,"Blyn, Washington",Alaska Airlines,Douglas C-54B,5.0,5.0,0.0,commercial,3,1957
1957-03-05,"Drayton, England",Military -Royal Air Force,Blackburn Beverley C Mark 1,22.0,18.0,2.0,military,3,1957
1957-03-09,"El Soldado, Colombia",AVIANCA,Douglas DC-3,15.0,15.0,0.0,other,3,1957
1957-03-14,"Manchester, England",British European Airways,Vickers Viscount 701,20.0,20.0,2.0,commercial,3,1957
1957-03-17,"Near Cebu, Philippines",Military - Philippine Air Force,Douglas C-47 Skytrain,25.0,24.0,0.0,military,3,1957
1957-03-18,"Near Sayari, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,19.0,19.0,0.0,other,3,1957
1957-03-22,Over the North PacifiOcean,Military - U.S. Air Force,Boeing C-97C,67.0,67.0,0.0,military,3,1957
1957-04-07,"Bage, Brazil",Varig,Curtiss C-46A-45-CU,40.0,40.0,0.0,other,4,1957
1957-04-08,"Algiers, Algeria",Air France,Douglas DC-3,34.0,34.0,0.0,commercial,4,1957
1957-04-15,"Merida, Mexico",Transportes Aéreos Mexicanos,Consolidated B-24J,3.0,3.0,1.0,other,4,1957
1957-04-17,"Near El Quweira, Jordan",Military -Royal Air Force,Vickers Valetta C-Mk.1,24.0,24.0,0.0,military,4,1957
1957-05-01,"Blackbushe, Hants, England",Eagle Aviation,Vickers Viking 1B,35.0,34.0,0.0,other,5,1957
1957-05-05,"Santoshpur, India",Indian Airlines,Douglas C-47A,3.0,1.0,0.0,commercial,5,1957
1957-05-09,"Barajas, Madrid, Spain",Aviaco,Bristol 170 Freighter,37.0,37.0,0.0,other,5,1957
1957-05-13,"Near San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,Vickers 615 Viking 1B,16.0,16.0,0.0,other,5,1957
1957-05-13,"Narsarressuak, Greenland",U.S. Overseas Airways,Douglas DC-4,3.0,2.0,0.0,commercial,5,1957
1957-05-13,"New Delhi, India",Indian Airlines,Douglas DC-3,2.0,2.0,3.0,commercial,5,1957
1957-06-14,"Near Moscow, Russia",LOT Polish Airlines,Ilyushin P-14,13.0,9.0,0.0,commercial,6,1957
1957-06-18,"Bodensee, Switzerland",Swissair,Douglas C-47B,9.0,9.0,0.0,other,6,1957
1957-06-22,"Near Clarksburg, Maryland",Capital Airlines,Douglas C-47A,3.0,3.0,0.0,commercial,6,1957
1957-06-23,"Port Hardy, BC, Canada",Queen Charlotte Airlines,Douglas DC-3,18.0,14.0,0.0,commercial,6,1957
1957-07-01,"Bay of Bengal, Pakistan",Pakistan International Airlines,Douglas DC-3,24.0,24.0,0.0,commercial,7,1957
1957-07-16,"Near Biak, Indonesia",KLM Royal Dutch Airlines,Lockheed 1049C Super Constellation,68.0,58.0,0.0,commercial,7,1957
1957-07-25,"Daggett, California",Western Airlines,Convair CV-240,16.0,1.0,0.0,commercial,7,1957
1957-08-11,"Near Issoudun, Quebec, Canada",Maritime Central Airways,Douglas DC-4,79.0,79.0,0.0,commercial,8,1957
1957-08-20,"Assam, India",Indamer,Douglas DC-3,8.0,8.0,0.0,other,8,1957
1957-08-29,"Near Juticalpa, Honduras",Sahsa Airlines,Douglas DC-3,12.0,12.0,0.0,commercial,8,1957
1957-09-03,"Niquitao, Venezuela",Avensa,Douglas DC-3,8.0,8.0,0.0,other,9,1957
1957-09-15,"New Bedford, Massachusett",Northeast Airlines,Douglas DC-3,24.0,12.0,0.0,commercial,9,1957
1957-09-18,"Montevideo,  Uruguay",REAL,Convair CV-440-62,35.0,1.0,0.0,other,9,1957
1957-10-03,"Beirut, Lebanon",Lebanese International Airways,Curtiss C-46A-45-CU,27.0,27.0,0.0,commercial,10,1957
1957-10-23,"Belfast, Ireland",British European Airways,Vickers 802 Viscount,7.0,7.0,0.0,commercial,10,1957
1957-10-28,"Madrid, Spain",Iberia Airlines,Douglas DC-3,21.0,21.0,0.0,commercial,10,1957
1957-10-30,"Near Campeche, Mexico",Transportes Aereos Mexicanos,Fairchild C-82A,3.0,3.0,0.0,other,10,1957
1957-11-06,"Bristol, England",Bristol Aeroplane Co.,Bristol Britannia 175,15.0,15.0,0.0,other,11,1957
1957-11-09,"900 miles E of Honolulu, Hawaii, PacifiOcean",Pan American World Airways,Boeing - 377-10-29 Stratocruiser,44.0,44.0,0.0,commercial,11,1957
1957-11-15,"Near Palma de Mallorca, Spain",Aviaco,de Havilland DH-114 Heron 2D,4.0,4.0,0.0,other,11,1957
1957-11-15,"Chessell Down Hants, England",Aquilla Airways,Short Solent 3 (flying boat),58.0,43.0,0.0,commercial,11,1957
1957-11-21,"Christchurch, New Zealand",Straits Air Freight Express,Bristol 170 Freighter 31,4.0,4.0,0.0,commercial,11,1957
1957-12-08,"Bolivar, Argentina",Aerolineas Argentinas,Douglas DC-4,61.0,61.0,0.0,other,12,1957
1957-12-10,"Jeannine Lake, Quebec, Canada",Northern Wings,Douglas C-47A,3.0,3.0,0.0,other,12,1957
1957-12-11,"Ozamis City, Philippines",Philippine Air Lines,de Havilland Canada DHC-3 Otter,12.0,2.0,0.0,commercial,12,1957
1957-12-23,"Stansted, England",Scottish Airlines,Avro 685 York C-1,4.0,4.0,0.0,commercial,12,1957
1957-12-23,"Off Oahu, Hawaii",Military - U.S. Navy,Lockheed WV-2,23.0,19.0,0.0,military,12,1957
1957-12-31,"Buenos Aires, Argentina",Aerolineas Argentinas,Short Sunderland,51.0,9.0,0.0,other,12,1957
1958-01-16,"Belem, Brazil",Cruzeiro,Fairchild C-82A,3.0,3.0,0.0,other,1,1958
1958-01-20,"Near La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,11.0,11.0,0.0,other,1,1958
1958-02-01,"Rio de Janeiro, Brazil",Loide Aéreo Nacional,Douglas DC-4,67.0,5.0,0.0,other,2,1958
1958-02-01,"Norwalk, California",Military - U.S.  Air Force / Military - U.S. Navy,Douglas C-118A / Lockheed P2V-5F,49.0,47.0,1.0,military,2,1958
1958-02-06,"Munich, Germany",British European Airways,Airspeed Ambassador A5-57,44.0,23.0,0.0,commercial,2,1958
1958-02-19,"Motu Taoru, France",Réseau Aérien Interinsulaire,Consolidated PBY-5A  Catalina,15.0,15.0,0.0,other,2,1958
1958-02-20,"Off Corvo Island, Azores",Military - U.S. Navy,Lockheed WV-2,22.0,22.0,0.0,military,2,1958
1958-02-27,"Horwich, Lancs, England",Silver City Airways,Bristol 170 Freighter 21,42.0,35.0,0.0,commercial,2,1958
1958-03-07,"Off Ryukyu Islands, Okinawa",Military - U.S. Marine Corps/Military - U.S. Marine Corps,Fairchild R4Q / Dougas AD-6 skyraider,26.0,26.0,0.0,military,3,1958
1958-03-22,"Grants, New Mexico",Private,Lockheed 18 Lodestar,4.0,4.0,0.0,other,3,1958
1958-03-24,"Near Kathmandu, Nepal",Indian Airlines,Douglas DC-3,20.0,20.0,0.0,commercial,3,1958
1958-03-25,"Miami, Florida",Braniff Airlines,Douglas DC-7-C,24.0,9.0,0.0,commercial,3,1958
1958-03-27,"Bridgeport, Texas",Military - U.S. Air Force/Military - U.S. Air Force,Douglas C-124C / Fairchild C-119C,18.0,18.0,0.0,military,3,1958
1958-04-02,"Quito, Ecuador",Transportes Aereos Orientales,Junkers JU-52/3m,14.0,3.0,0.0,other,4,1958
1958-04-14,"Off Castell de Fels, Spain",Aviaco,de Havilland DH-114 Heron 2D,16.0,16.0,0.0,other,4,1958
1958-04-21,"Near Sloan, 10 miles SW of Las Vegas, Nevada",United Air Lines / Military - U.S. Air Force,Douglas DC-7 / F-100F,49.0,49.0,0.0,military,4,1958
1958-05-18,"Near Casablanca, Morocco",Sabena,Douglas DC-7C,65.0,61.0,0.0,other,5,1958
1958-05-25,"Gurgaon, India",Dan-Air Services,Avro 685 York C-1,5.0,4.0,0.0,commercial,5,1958
1958-05-31,"SW of Algiers, Algeria",Air France,Douglas DC-3,15.0,15.0,0.0,commercial,5,1958
1958-05-31,"Rio de Janeiro, Brazil",Paraense Transportes Aéreos,Curtiss C-46D,4.0,4.0,0.0,other,5,1958
1958-06-02,"Manila, Philippines",Pan American World Airways,Boeing 377 Stratocruiser 10-26,57.0,1.0,0.0,commercial,6,1958
1958-06-02,"Near Guadalajara, Mexico",Aeronaves de Mexico,Lockheed 749A Constellation,45.0,45.0,0.0,other,6,1958
1958-06-04,"Martinsburg, West Virginia",Capital Airlines,Douglas DC-3,3.0,1.0,0.0,commercial,6,1958
1958-06-25,"Mohanbari, India",Indian Airlines,Douglas C-47A,7.0,7.0,0.0,commercial,6,1958
1958-06-27,"Near Chicopee Falls, Massachusetts",Military - U.S. Air Force,Boeing KC-135A,15.0,15.0,0.0,military,6,1958
1958-07-09,"Dhaka, Baangladesh",Indian Airlines,Douglas C-47A,3.0,3.0,0.0,commercial,7,1958
1958-08-09,"Benghazi, Libya",Central African Airways,Vickers Viscount 748D,54.0,36.0,0.0,commercial,8,1958
1958-08-12,"Sakiya Saugye, Japan",All Nippon Airways,Douglas DC-3,33.0,33.0,0.0,commercial,8,1958
1958-08-12,"Maraso Bay, Brazil",LANSA,Douglas DC-4,10.0,10.0,0.0,other,8,1958
1958-08-14,"North AtlantiOcean, 100 miles W of Galway Bay, Ireland",KLM Royal Dutch Airlines,Lockheed 1049H Super Constellation,99.0,99.0,0.0,commercial,8,1958
1958-08-15,"Nantucket, Massachusett",Northeast Airlines,Convair CV-240-2,34.0,24.0,0.0,commercial,8,1958
1958-08-15,"Near Chita, Russia",Aeroflot,Tupolev TU-104-A,64.0,64.0,0.0,other,8,1958
1958-09-02,"Sasnashen, Russia",Military - U.S. Air Force,Lockheed C-130A-II Hercules,17.0,17.0,0.0,military,9,1958
1958-09-02,"London, England",Independent Air Travel,Vickers 621 Viking 1,3.0,3.0,4.0,commercial,9,1958
1958-09-02,Off Guam,Military - U.S. Air Force,Douglas C-124C Globemaster,19.0,19.0,0.0,military,9,1958
1958-09-05,"Campina Grande, Brazil",Loide Aereo Nacional,Curtiss C-46A-CU,18.0,13.0,0.0,other,9,1958
1958-09-08,"Near Fairchild AFB, Washington DC",Military - U.S. Air Force / U.S. Air Force,Boeing B-52 / Boeing B-52,16.0,13.0,0.0,military,9,1958
1958-09-09,"Mount Oyama, Japan",Flying Tiger Line,Lockheed L-1049H Super Constellation,8.0,8.0,0.0,other,9,1958
1958-09-15,"Triel, France",Military - U.S. Air Force,Lockheed C-130A Hercules,15.0,15.0,0.0,military,9,1958
1958-09-29,Over the Mediterranean Sea,Middle East Airlines,Avro 685 York I,5.0,5.0,0.0,commercial,9,1958
1958-10-09,"Payette, Idaho",Military - U.S. Air Force,Fairchild C-123 Provider,19.0,19.0,0.0,military,10,1958
1958-10-14,"Mt. Alto del Cedro, Venezuela",Linea Aeropostal Venezolana,Lockheed 1049E Super Constellation,23.0,23.0,0.0,other,10,1958
1958-10-15,"Villa Montes, Bolivia",TAM (Bolivia),Douglas C-47A,20.0,20.0,0.0,other,10,1958
1958-10-18,"Placentia Bay, Canada",Military - U.S. Navy,Lockheed WV-2 Super Constellation,29.0,11.0,0.0,military,10,1958
1958-11-03,"Near Roccatamburo di Poggiodomo, Italy",Yemen Airlines,Douglas C-47-DL,8.0,8.0,0.0,commercial,11,1958
1958-11-08,"La Paz, Bolivia",TAM (Bolivia),Douglas DC-3,3.0,3.0,0.0,other,11,1958
1958-11-09,North AtlantiOcean,ARTOP Aerotopografica LDA,Martin Mariner,36.0,36.0,0.0,other,11,1958
1958-11-16,"Fort Collins, Colorado",Capitol Airways,Curtiss C-46F,2.0,2.0,0.0,commercial,11,1958
1958-12-04,"Guadarrama Mountains, Spain",Aviaco,SNCASE Languedoc,21.0,21.0,0.0,other,12,1958
1958-12-24,"Winkton, England",BOAC,Bristol 175 Britannia 312,12.0,9.0,0.0,other,12,1958
1958-12-26,"Salisbury, Zimbabwe",Union Aeromaritime de Transport,Douglas DC-6B,70.0,3.0,0.0,other,12,1958
1958-12-30,"Rio de Janeiro, Brazil",VASP,Saab Scandia,37.0,21.0,0.0,other,12,1958
1962-01-13,"Near Tippi, Ethiopia",Ethiopian Airlines,Douglas DC-3,18.0,5.0,1.0,commercial,1,1962
1959-01-08,"Mt. Holston, Tennessee",Southeast Airlines,Douglas DC-3,10.0,10.0,0.0,commercial,1,1959
1959-01-11,"Rio de Janeiro, Brazil",Lufthansa,Lockheed 1049G Super Constellation,39.0,36.0,0.0,other,1,1959
1959-01-14,"Panther Peak, California",California Air Freight,Curtiss C-46F,2.0,2.0,0.0,commercial,1,1959
1959-01-16,"Off Mar del Plata, Argentina",Austral Lineas Aeras (Argentina),Curtiss C-46A-50-CU,52.0,51.0,0.0,other,1,1959
1959-01-21,"Near Merida, Venezuela",Linea Expresa Bolivar,Curtiss C-46D-15-CU,4.0,4.0,0.0,other,1,1959
1959-01-22,"Dabouk, Jordan",Air Jordan,Convair CV-240-2,15.0,10.0,0.0,commercial,1,1959
1959-01-27,"Brindisi, Italy",Air Charter,Avro 688,6.0,2.0,0.0,commercial,1,1959
1959-02-01,"Kerrville, Texas",General Airways,Douglas DC-3,28.0,3.0,0.0,commercial,2,1959
1959-02-03,"Mason City, Iowa",Dwyer Flying Service - Private Charter,Beechcraft Bonanza 35,4.0,4.0,0.0,other,2,1959
1959-02-03,"La Guardia Airport, New York, NY",American Airlines,Lockheed  188A Electra,73.0,65.0,0.0,commercial,2,1959
1959-02-17,"Gatwick, Surrey, England",Turkish Airlines (THY),Vickers Viscount 794D,24.0,14.0,0.0,commercial,2,1959
1959-02-18,"Belen, Chile",Southern Cross Airways,Curtiss C-46A,5.0,5.0,0.0,commercial,2,1959
1959-11-21,"Beirut, Lebanon",Ariana Afghan Airlines,Douglas DC-4,27.0,24.0,0.0,commercial,11,1959
1959-03-05,"Managua, Nicaragua",TACA,Vickers Viscount 763,19.0,15.0,0.0,other,3,1959
1959-03-12,"Tobu, India",Indian Airlines,Douglas C-47A,7.0,5.0,0.0,commercial,3,1959
1959-03-13,"Mahon, Spain",Aviaco,Bristol 170 Freighter 21E,18.0,1.0,0.0,other,3,1959
1959-03-29,"Near Banga, Central African Republic",Union Aeromaritime de Transport,Nord 2501 Noratlas,9.0,9.0,0.0,other,3,1959
1959-03-29,"Near Silchar, India",Indian Airlines,Douglas DC-3,24.0,24.0,0.0,commercial,3,1959
1959-03-30,"Alma, Georgia",Riddle Airlines,Curtiss C-46A,2.0,2.0,0.0,commercial,3,1959
1959-04-17,"Puerto Kino, Mexico",Tigres Voladores,Curtiss C-46F-1-CU,26.0,26.0,0.0,other,4,1959
1959-04-23,"Van, Turkey",Air Charter,Avro 688 Super Trader,12.0,12.0,0.0,commercial,4,1959
1959-05-02,"Mallorca, Spain",Austria-Flugdienst,Douglas DC-3,5.0,5.0,0.0,other,5,1959
1959-05-12,"Charleston, West Virginia",Capital Airlines,Lockheed C-69 Constellation,44.0,2.0,0.0,commercial,5,1959
1959-05-12,"Chase, Maryland",Capital Airlines,Vickers Viscount 745D,31.0,31.0,0.0,commercial,5,1959
1959-05-13,"Near Toumavista, Peru",Transportes Aereos Peruanas,Curtiss C-46A,12.0,12.0,0.0,other,5,1959
1959-05-15,"Off Mar del Plata, Aregntina",Aerolineas Argentinas,Douglas DC-3,10.0,10.0,0.0,other,5,1959
1959-05-21,"Moro, Peru",Lineas Aéreas Interpolar,Curtiss C-46A-50-CU,8.0,8.0,0.0,other,5,1959
1959-06-01,Nicaragua,Aerolineas Nacionales,Curtiss C-46,60.0,60.0,0.0,other,6,1959
1959-06-23,"Cerros Baco, Peru",AVIANCA,Douglas DC-4,14.0,14.0,0.0,other,6,1959
1959-06-26,"Near Varese, Lombardia, 20 miles NW of Milan, Italy",Trans World Airlines,Lockheed 1649A Starliner,68.0,68.0,0.0,commercial,6,1959
1959-08-03,"Sagone, India",Kalinga Airlines,Douglas DC-3,6.0,6.0,0.0,commercial,8,1959
1959-08-14,"Karachi, Pakistan",Pakistan International Airlines,Vickers 815 Viscount,3.0,2.0,0.0,commercial,8,1959
1959-08-15,"Calverton, New York",American Airlines,Boeing 707-123,5.0,5.0,0.0,commercial,8,1959
1959-08-19,"Near Barcelona, Spain",Transair,Douglas DC-3,32.0,32.0,0.0,other,8,1959
1959-09-02,"Abilene, Texas",Aaxico Airlines,Curtiss C-46A,2.0,2.0,0.0,commercial,9,1959
1959-09-08,"Poza Rica, Mexico",Mexicana,Douglas DC-3,16.0,1.0,0.0,other,9,1959
1959-09-12,"Near Tegucigalpa, Honduras",Pan American World Airways,Douglas DC-4,3.0,3.0,0.0,commercial,9,1959
1959-09-23,"Sao Paulo, Brazil",VASP,Saab Scandia 90A-1,20.0,20.0,0.0,other,9,1959
1959-09-24,"Great Sitkin Island, Alaska",Reeve Aleutian Airlines,Douglas C-54B,16.0,16.0,0.0,commercial,9,1959
1959-09-29,"Buffalo, Texas",Braniff Airlines,Lockheed 188A Electra,34.0,34.0,0.0,commercial,9,1959
1959-10-26,"Santa Maria, California",PacifiAir Lines,Douglas C-47A-DL,19.0,1.0,1.0,other,10,1959
1959-10-29,"Athens, Greece",OlympiAirways,Douglas DC-3,18.0,18.0,0.0,other,10,1959
1959-10-30,"Waynesborough, Virginia",Piedmont Airlines,Douglas DC-3,27.0,26.0,0.0,commercial,10,1959
1959-11-04,"St. Cleophas, Quebec, Canada",Wheeler Airlines,Douglas C-54A,5.0,5.0,0.0,commercial,11,1959
1959-11-16,Gulf of Mexico,National Airlines,Douglas DC-7B,42.0,42.0,0.0,commercial,11,1959
1959-11-16,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,40.0,40.0,0.0,other,11,1959
1959-11-24,"Chicago, Illinois",Trans World Airlines,Lockheed L-1049H Super Constellation,3.0,3.0,8.0,commercial,11,1959
1959-12-01,"Willamsport, Pennsylvania",Allegheny Airlines,Martin 202,26.0,25.0,0.0,commercial,12,1959
1959-12-08,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,Curtiss C-46A,45.0,45.0,0.0,other,12,1959
1959-12-13,"Near Tashkent, Uzbekistan, USSR",Aeroflot,Ilyushin IL-18,29.0,29.0,0.0,other,12,1959
1959-12-17,"Ketchikan, Alaska",California Aircraft,Consolidated PBY-5A Catalina,3.0,3.0,0.0,other,12,1959
1959-12-21,"Rome, Italy",Alitalia,Vickers 785D Viscount,2.0,2.0,0.0,other,12,1959
1959-12-22,"Rid de Janeiro, Brazil",VASP,Vickers Viscount 827 / Fokker AT-6,33.0,33.0,10.0,other,12,1959
1959-12-31,"Near San Jose de Chiquitos, Bolivia",Lloyd Aereo Boliviano,Douglas DC-3,11.0,11.0,0.0,other,12,1959
1960-01-03,"Taksing, India",Indian Airlines,Douglas C-47A,9.0,9.0,0.0,commercial,1,1960
1960-01-06,"Wilmington/Bolivia, North Carolina",National Airlines,Douglas DC-6B,34.0,34.0,0.0,commercial,1,1960
1960-01-10,Gulf of Sirte,Military - U.S. Army,de Havilland Canada U-1A Otter,10.0,10.0,0.0,military,1,1960
1960-01-18,"Charles City, Virginia",Capital Airlines,Vickers Viscount 745D,50.0,50.0,0.0,commercial,1,1960
1960-01-19,"Ankara, Turkey",Scandinavian Airlines (SAS),Sud Aviation Caravelle 1,42.0,42.0,0.0,commercial,1,1960
1973-05-11,"Near Semipalatinsk, USSR",Aeroflot,Ilyushin IL-18B,61.0,61.0,0.0,other,5,1973
1960-01-21,"Montego Bay, Jamacia",AVIANCA,Lockheed 1049E Super Constellation,46.0,37.0,0.0,other,1,1960
1960-01-26,"Off Bathurst Island, Australia",Transportes Aéreos de Timor,de Havilland DH-114 Heron 2D,9.0,9.0,0.0,other,1,1960
1960-02-05,"Laguna de Huana-Costa , Boliva",Lloyd Aereo Boliviano,Douglas DC-4,59.0,59.0,0.0,other,2,1960
1960-02-26,"Rio de Janeiro, Brazil",REAL / Military - U.S. Navy,Douglas DC-3 / USN R-6D-1,61.0,61.0,0.0,military,2,1960
1960-02-26,"Shannon, Ireland",Alitalia,Douglas DC-7C,52.0,34.0,0.0,other,2,1960
1960-02-26,"Lvov, Ukraine, USSR",Aeroflot,Antonov AN-10,32.0,32.0,0.0,other,2,1960
1960-03-15,"El Refugio, Colombia",Agencia Interamericana de Aviada,Consolidated PBY-5A Catalina,13.0,6.0,0.0,other,3,1960
1960-03-16,"Near Tokyo, Japan",All Nippon Airways,Douglas DC-3,33.0,3.0,0.0,commercial,3,1960
1960-03-17,"Near Cannelton, 10 mile SE of Tell City, Indiana",Northwest Orient Airlines,Lockheed 188C Electra,63.0,63.0,0.0,commercial,3,1960
1960-03-19,"Cordoba, Colombia",SAMSA,Curtiss C-46,46.0,25.0,0.0,other,3,1960
1960-04-05,"Siuna, Nicaragua",Lanica,Curtiss C-46A-40-CU,18.0,2.0,0.0,other,4,1960
1960-04-12,"Pelotas, Brazil",Cruzeiro,Douglas DC-3,22.0,10.0,0.0,other,4,1960
1960-04-14,"Taipei ,Taiwan",Military - Royal Thai Air Force,Douglas DC-4,18.0,18.0,0.0,military,4,1960
1960-04-18,"Stephenville, Newfoundland",Military - U.S. Air Force,Douglas C-124C Globemaster,9.0,9.0,0.0,military,4,1960
1960-04-20,"Hickory, North Carolina",Piedmont Airlines / Private,Fairchild F-27 / Cessna 310,44.0,4.0,0.0,commercial,4,1960
1960-04-22,"Bunia, Belgian Congo",Sobelair SA (Belgium),Douglas C-54B,35.0,35.0,0.0,other,4,1960
1960-05-15,"Jebel Marra, Sudan",Balair,Douglas DC-4-1009,12.0,12.0,0.0,other,5,1960
1960-09-07,"Near Salto, Uruguay",Aerolineas Argentinas,Douglas DC-6,31.0,31.0,0.0,other,9,1960
1960-05-18,"El Sosneado, Argentina",Transamerican Air Transport,Curtiss C-46,10.0,10.0,0.0,commercial,5,1960
1960-05-23,"Atlanta, Georgia",Delta Air Lines,Convair CV-880,4.0,4.0,0.0,commercial,5,1960
1960-06-10,"Off  Mackay, Qld. Australia",Trans Australia Airlines,Fokker F-27 Friendship 100,29.0,29.0,0.0,commercial,6,1960
